Title,Country,Date,Time,Impact,Forecast,Previous,URL
GDP q/y,CNY,2019-04-17,01:59,High,6.3%,6.4%,https://www.forexfactory.com/calendar?day=apr16.2019
Fixed Asset Investment ytd/y,CNY,2019-04-17,02:00,Medium,6.3%,6.1%,https://www.forexfactory.com/calendar?day=apr16.2019
Industrial Production y/y,CNY,2019-04-16,,Medium,5.6%,5.3%,https://www.forexfactory.com/calendar?day=apr16.2019
NBS Press Conference,CNY,2019-04-16,,Low,,,https://www.forexfactory.com/calendar?day=apr16.2019
Retail Sales y/y,CNY,2019-04-16,,Low,8.3%,8.2%,https://www.forexfactory.com/calendar?day=apr16.2019
Unemployment Rate,CNY,2019-04-16,,Low,,5.3%,https://www.forexfactory.com/calendar?day=apr16.2019
Revised Industrial Production m/m,JPY,2019-04-17,04:30,Low,1.4%,1.4%,https://www.forexfactory.com/calendar?day=apr17.2019
Current Account,EUR,2019-04-17,08:00,Low,33.2B,37.1B,https://www.forexfactory.com/calendar?day=apr17.2019
CPI y/y,GBP,2019-04-17,08:30,High,2.0%,1.9%,https://www.forexfactory.com/calendar?day=apr17.2019
PPI Input m/m,GBP,2019-04-17,,Medium,0.3%,1.0%,https://www.forexfactory.com/calendar?day=apr17.2019
RPI y/y,GBP,2019-04-17,,Medium,2.6%,2.5%,https://www.forexfactory.com/calendar?day=apr17.2019
Core CPI y/y,GBP,2019-04-17,,Low,1.9%,1.8%,https://www.forexfactory.com/calendar?day=apr17.2019
HPI y/y,GBP,2019-04-17,,Low,1.3%,1.7%,https://www.forexfactory.com/calendar?day=apr17.2019
PPI Output m/m,GBP,2019-04-17,,Low,0.2%,0.3%,https://www.forexfactory.com/calendar?day=apr17.2019
Final Core CPI y/y,EUR,2019-04-17,09:00,Low,0.8%,0.8%,https://www.forexfactory.com/calendar?day=apr17.2019
Final CPI y/y,EUR,2019-04-17,,Low,1.4%,1.4%,https://www.forexfactory.com/calendar?day=apr17.2019
Trade Balance,EUR,2019-04-17,,Low,16.8B,17.4B,https://www.forexfactory.com/calendar?day=apr17.2019
Italian Trade Balance,EUR,2019-04-17,09:03,Low,2.62B,0.33B,https://www.forexfactory.com/calendar?day=apr17.2019
German 30-y Bond Auction,EUR,2019-04-17,09:36,Low,,0.74|1.5,https://www.forexfactory.com/calendar?day=apr17.2019
CPI m/m,CAD,2019-04-17,12:30,High,0.7%,0.7%,https://www.forexfactory.com/calendar?day=apr17.2019
Trade Balance,CAD,2019-04-17,,High,-3.5B,-3.1B,https://www.forexfactory.com/calendar?day=apr17.2019
Common CPI y/y,CAD,2019-04-17,,Medium,1.8%,1.8%,https://www.forexfactory.com/calendar?day=apr17.2019
Median CPI y/y,CAD,2019-04-17,,Medium,1.8%,1.9%,https://www.forexfactory.com/calendar?day=apr17.2019
Trimmed CPI y/y,CAD,2019-04-17,,Medium,1.8%,2.0%,https://www.forexfactory.com/calendar?day=apr17.2019
Trade Balance,USD,2019-04-17,,Low,-53.5B,-51.1B,https://www.forexfactory.com/calendar?day=apr17.2019
Core CPI m/m,CAD,2019-04-17,12:32,Low,,0.7%,https://www.forexfactory.com/calendar?day=apr17.2019
BOE Gov Carney Speaks,GBP,2019-04-17,13:00,High,,,https://www.forexfactory.com/calendar?day=apr17.2019
Final Wholesale Inventories m/m,USD,2019-04-17,14:00,Low,0.4%,1.2%,https://www.forexfactory.com/calendar?day=apr17.2019
Crude Oil Inventories,USD,2019-04-17,14:30,Low,1.6M,7.0M,https://www.forexfactory.com/calendar?day=apr17.2019
FOMC Member Bullard Speaks,USD,2019-04-17,16:45,Medium,,,https://www.forexfactory.com/calendar?day=apr17.2019
Beige Book,USD,2019-04-17,18:00,Low,,,https://www.forexfactory.com/calendar?day=apr17.2019
Flash Manufacturing PMI,AUD,2019-04-17,23:00,Low,,52.0,https://www.forexfactory.com/calendar?day=apr17.2019
Flash Services PMI,AUD,2019-04-17,,Low,,49.3,https://www.forexfactory.com/calendar?day=apr17.2019
Flash Manufacturing PMI,JPY,2019-04-18,00:30,Low,49.4,49.2,https://www.forexfactory.com/calendar?day=apr17.2019
Employment Change,AUD,2019-04-18,01:30,High,15.2K,10.7K,https://www.forexfactory.com/calendar?day=apr17.2019
Unemployment Rate,AUD,2019-04-17,,High,5.0%,4.9%,https://www.forexfactory.com/calendar?day=apr17.2019
NAB Quarterly Business Confidence,AUD,2019-04-17,,Low,,1,https://www.forexfactory.com/calendar?day=apr17.2019
Trade Balance,CHF,2019-04-18,06:00,Low,2.87B,2.94B,https://www.forexfactory.com/calendar?day=apr18.2019
German PPI m/m,EUR,2019-04-18,,Low,0.2%,-0.1%,https://www.forexfactory.com/calendar?day=apr18.2019
French Flash Services PMI,EUR,2019-04-18,07:15,High,49.8,49.1,https://www.forexfactory.com/calendar?day=apr18.2019
French Flash Manufacturing PMI,EUR,2019-04-18,,Medium,50.0,49.7,https://www.forexfactory.com/calendar?day=apr18.2019
Foreign Direct Investment ytd/y,CNY,2019-04-18,07:21,Low,,5.5%,https://www.forexfactory.com/calendar?day=apr18.2019
German Flash Manufacturing PMI,EUR,2019-04-18,07:30,High,45.2,44.1,https://www.forexfactory.com/calendar?day=apr18.2019
German Flash Services PMI,EUR,2019-04-18,,High,55.0,55.4,https://www.forexfactory.com/calendar?day=apr18.2019
Flash Manufacturing PMI,EUR,2019-04-18,08:00,Medium,48.1,47.5,https://www.forexfactory.com/calendar?day=apr18.2019
Flash Services PMI,EUR,2019-04-18,,Medium,53.1,53.3,https://www.forexfactory.com/calendar?day=apr18.2019
Retail Sales m/m,GBP,2019-04-18,08:30,High,-0.3%,0.6%,https://www.forexfactory.com/calendar?day=apr18.2019
BOE Credit Conditions Survey,GBP,2019-04-18,,Medium,,,https://www.forexfactory.com/calendar?day=apr18.2019
Core Retail Sales m/m,CAD,2019-04-18,12:30,High,0.2%,-0.6%,https://www.forexfactory.com/calendar?day=apr18.2019
Retail Sales m/m,CAD,2019-04-18,,Medium,0.4%,-0.4%,https://www.forexfactory.com/calendar?day=apr18.2019
ADP Non-Farm Employment Change,CAD,2019-04-18,,Low,,-21.2K,https://www.forexfactory.com/calendar?day=apr18.2019
Core Retail Sales m/m,USD,2019-04-18,,High,0.7%,-0.2%,https://www.forexfactory.com/calendar?day=apr18.2019
Retail Sales m/m,USD,2019-04-18,,High,0.9%,-0.2%,https://www.forexfactory.com/calendar?day=apr18.2019
Philly Fed Manufacturing Index,USD,2019-04-18,,Medium,11.2,13.7,https://www.forexfactory.com/calendar?day=apr18.2019
Unemployment Claims,USD,2019-04-18,,Low,207K,197K,https://www.forexfactory.com/calendar?day=apr18.2019
Flash Manufacturing PMI,USD,2019-04-18,13:45,Low,52.8,52.4,https://www.forexfactory.com/calendar?day=apr18.2019
Flash Services PMI,USD,2019-04-18,,Low,55.0,55.3,https://www.forexfactory.com/calendar?day=apr18.2019
Business Inventories m/m,USD,2019-04-18,14:00,Low,0.3%,0.9%,https://www.forexfactory.com/calendar?day=apr18.2019
CB Leading Index m/m,USD,2019-04-18,,Low,0.4%,0.1%,https://www.forexfactory.com/calendar?day=apr18.2019
Natural Gas Storage,USD,2019-04-18,14:30,Low,82B,25B,https://www.forexfactory.com/calendar?day=apr18.2019
Bank Holiday,NZD,2019-04-18,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr18.2019
Bank Holiday,AUD,2019-04-18,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr18.2019
National Core CPI y/y,JPY,2019-04-18,23:30,Low,0.7%,0.7%,https://www.forexfactory.com/calendar?day=apr18.2019
Bank Holiday,CHF,2019-04-19,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr19.2019
German Bank Holiday,EUR,2019-04-19,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr19.2019
Bank Holiday,GBP,2019-04-19,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr19.2019
Building Permits,USD,2019-04-19,12:30,Medium,1.30M,1.29M,https://www.forexfactory.com/calendar?day=apr19.2019
Housing Starts,USD,2019-04-19,,Low,1.23M,1.14M,https://www.forexfactory.com/calendar?day=apr19.2019
Bank Holiday,CAD,2019-04-19,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr19.2019
Bank Holiday,NZD,2019-04-21,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr21.2019
Bank Holiday,AUD,2019-04-21,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr21.2019
Bank Holiday,CHF,2019-04-22,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr22.2019
French Bank Holiday,EUR,2019-04-22,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr22.2019
German Bank Holiday,EUR,2019-04-22,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr22.2019
Italian Bank Holiday,EUR,2019-04-22,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr22.2019
Bank Holiday,GBP,2019-04-22,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr22.2019
Existing Home Sales,USD,2019-04-22,14:00,Low,5.31M,5.48M,https://www.forexfactory.com/calendar?day=apr22.2019
Credit Card Spending y/y,NZD,2019-04-23,03:03,Low,,6.4%,https://www.forexfactory.com/calendar?day=apr23.2019
BOJ Core CPI y/y,JPY,2019-04-23,05:00,Low,0.5%,0.4%,https://www.forexfactory.com/calendar?day=apr23.2019
Wholesale Sales m/m,CAD,2019-04-23,12:30,Low,0.1%,0.4%,https://www.forexfactory.com/calendar?day=apr23.2019
HPI m/m,USD,2019-04-23,13:00,Low,0.6%,0.6%,https://www.forexfactory.com/calendar?day=apr23.2019
Consumer Confidence,EUR,2019-04-23,13:54,Low,-7,-7,https://www.forexfactory.com/calendar?day=apr23.2019
Richmond Manufacturing Index,USD,2019-04-23,13:59,Low,10,10,https://www.forexfactory.com/calendar?day=apr23.2019
New Home Sales,USD,2019-04-23,14:00,Low,647K,662K,https://www.forexfactory.com/calendar?day=apr23.2019
CB Leading Index m/m,AUD,2019-04-23,14:30,Low,,0.2%,https://www.forexfactory.com/calendar?day=apr23.2019
API Weekly Statistical Bulletin,USD,2019-04-23,20:30,Low,,,https://www.forexfactory.com/calendar?day=apr23.2019
SPPI y/y,JPY,2019-04-23,23:40,Low,1.1%,1.1%,https://www.forexfactory.com/calendar?day=apr23.2019
CPI q/q,AUD,2019-04-24,01:30,High,0.2%,0.5%,https://www.forexfactory.com/calendar?day=apr23.2019
Trimmed Mean CPI q/q,AUD,2019-04-23,,High,0.4%,0.4%,https://www.forexfactory.com/calendar?day=apr23.2019
All Industries Activity m/m,JPY,2019-04-24,04:30,Low,-0.2%,0.0%,https://www.forexfactory.com/calendar?day=apr24.2019
UBS Economic Expectations,CHF,2019-04-24,08:00,Low,,-26.9,https://www.forexfactory.com/calendar?day=apr24.2019
German ifo Business Climate,EUR,2019-04-24,,Medium,99.9,99.7,https://www.forexfactory.com/calendar?day=apr24.2019
ECB Economic Bulletin,EUR,2019-04-24,,Low,,,https://www.forexfactory.com/calendar?day=apr24.2019
Public Sector Net Borrowing,GBP,2019-04-24,08:30,Medium,-0.8B,-0.5B,https://www.forexfactory.com/calendar?day=apr24.2019
German 10-y Bond Auction,EUR,2019-04-24,09:34,Low,,-0.05|2.6,https://www.forexfactory.com/calendar?day=apr24.2019
Belgian NBB Business Climate,EUR,2019-04-24,12:59,Low,-0.7,-0.7,https://www.forexfactory.com/calendar?day=apr24.2019
CB Leading Index m/m,CNY,2019-04-24,13:00,Low,,1.1%,https://www.forexfactory.com/calendar?day=apr24.2019
BOC Monetary Policy Report,CAD,2019-04-24,14:00,High,,,https://www.forexfactory.com/calendar?day=apr24.2019
BOC Rate Statement,CAD,2019-04-24,,High,,,https://www.forexfactory.com/calendar?day=apr24.2019
Overnight Rate,CAD,2019-04-24,,High,1.75%,1.75%,https://www.forexfactory.com/calendar?day=apr24.2019
Crude Oil Inventories,USD,2019-04-24,14:30,Low,0.9M,-1.4M,https://www.forexfactory.com/calendar?day=apr24.2019
BOC Press Conference,CAD,2019-04-24,15:15,High,,,https://www.forexfactory.com/calendar?day=apr24.2019
Bank Holiday,NZD,2019-04-24,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr24.2019
Bank Holiday,AUD,2019-04-24,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr24.2019
BOJ Outlook Report,JPY,2019-04-25,03:27,High,,,https://www.forexfactory.com/calendar?day=apr25.2019
Monetary Policy Statement,JPY,2019-04-25,,High,,,https://www.forexfactory.com/calendar?day=apr25.2019
BOJ Policy Rate,JPY,2019-04-25,,Low,-0.10%,-0.10%,https://www.forexfactory.com/calendar?day=apr25.2019
Italian Bank Holiday,EUR,2019-04-25,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr25.2019
BOJ Press Conference,JPY,2019-04-25,06:32,High,,,https://www.forexfactory.com/calendar?day=apr25.2019
Spanish Unemployment Rate,EUR,2019-04-25,07:00,Medium,14.5%,14.5%,https://www.forexfactory.com/calendar?day=apr25.2019
CBI Realized Sales,GBP,2019-04-25,10:00,Low,0,-18,https://www.forexfactory.com/calendar?day=apr25.2019
Core Durable Goods Orders m/m,USD,2019-04-25,12:30,High,0.2%,-0.1%,https://www.forexfactory.com/calendar?day=apr25.2019
Durable Goods Orders m/m,USD,2019-04-25,,Medium,0.7%,-1.1%,https://www.forexfactory.com/calendar?day=apr25.2019
Unemployment Claims,USD,2019-04-25,,Low,199K,193K,https://www.forexfactory.com/calendar?day=apr25.2019
Natural Gas Storage,USD,2019-04-25,14:30,Low,90B,92B,https://www.forexfactory.com/calendar?day=apr25.2019
Trade Balance,NZD,2019-04-25,22:45,Medium,131M,-68M,https://www.forexfactory.com/calendar?day=apr25.2019
Tokyo Core CPI y/y,JPY,2019-04-25,23:30,Low,1.1%,1.1%,https://www.forexfactory.com/calendar?day=apr25.2019
Unemployment Rate,JPY,2019-04-25,,Low,2.4%,2.3%,https://www.forexfactory.com/calendar?day=apr25.2019
Prelim Industrial Production m/m,JPY,2019-04-25,23:50,Low,0.1%,0.7%,https://www.forexfactory.com/calendar?day=apr25.2019
Retail Sales y/y,JPY,2019-04-25,,Low,0.8%,0.6%,https://www.forexfactory.com/calendar?day=apr25.2019
Import Prices q/q,AUD,2019-04-26,01:30,Low,0.4%,0.5%,https://www.forexfactory.com/calendar?day=apr25.2019
PPI q/q,AUD,2019-04-25,,Low,0.4%,0.5%,https://www.forexfactory.com/calendar?day=apr25.2019
Housing Starts y/y,JPY,2019-04-26,05:00,Low,5.6%,4.2%,https://www.forexfactory.com/calendar?day=apr26.2019
SNB Chairman Jordan Speaks,CHF,2019-04-26,08:00,High,,,https://www.forexfactory.com/calendar?day=apr26.2019
High Street Lending,GBP,2019-04-26,08:30,Low,38.7K,39.2K,https://www.forexfactory.com/calendar?day=apr26.2019
CBI Industrial Order Expectations,GBP,2019-04-26,10:00,Low,3,1,https://www.forexfactory.com/calendar?day=apr26.2019
Advance GDP q/q,USD,2019-04-26,12:30,High,2.2%,2.2%,https://www.forexfactory.com/calendar?day=apr26.2019
Advance GDP Price Index q/q,USD,2019-04-26,,Medium,1.3%,1.7%,https://www.forexfactory.com/calendar?day=apr26.2019
Revised UoM Consumer Sentiment,USD,2019-04-26,14:00,Medium,97.1,96.9,https://www.forexfactory.com/calendar?day=apr26.2019
Revised UoM Inflation Expectations,USD,2019-04-26,,Low,,2.4%,https://www.forexfactory.com/calendar?day=apr26.2019
Spanish Parliamentary Election,EUR,2019-04-28,All Day,High,,,https://www.forexfactory.com/calendar?day=apr28.2019
Bank Holiday,JPY,2019-04-28,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr28.2019
M3 Money Supply y/y,EUR,2019-04-29,08:00,Low,4.2%,4.3%,https://www.forexfactory.com/calendar?day=apr29.2019
Private Loans y/y,EUR,2019-04-29,,Low,3.3%,3.3%,https://www.forexfactory.com/calendar?day=apr29.2019
BOE Gov Carney Speaks,GBP,2019-04-29,08:10,High,,,https://www.forexfactory.com/calendar?day=apr29.2019
Core PCE Price Index m/m,USD,2019-04-29,Feb Data,Medium,0.2%,0.1%,https://www.forexfactory.com/calendar?day=apr29.2019
Personal Spending m/m,USD,2019-04-29,Feb Data,Medium,0.2%,0.1%,https://www.forexfactory.com/calendar?day=apr29.2019
Core PCE Price Index m/m,USD,2019-04-29,12:30,Medium,0.1%,0.1%,https://www.forexfactory.com/calendar?day=apr29.2019
Personal Spending m/m,USD,2019-04-29,,Medium,0.7%,0.1%,https://www.forexfactory.com/calendar?day=apr29.2019
Personal Income m/m,USD,2019-04-29,,Low,0.4%,0.2%,https://www.forexfactory.com/calendar?day=apr29.2019
GfK Consumer Confidence,GBP,2019-04-29,23:01,Low,-12,-13,https://www.forexfactory.com/calendar?day=apr29.2019
Manufacturing PMI,CNY,2019-04-30,01:00,High,50.7,50.5,https://www.forexfactory.com/calendar?day=apr29.2019
Non-Manufacturing PMI,CNY,2019-04-29,,Medium,55.0,54.8,https://www.forexfactory.com/calendar?day=apr29.2019
ANZ Business Confidence,NZD,2019-04-29,,High,,-38.0,https://www.forexfactory.com/calendar?day=apr29.2019
Private Sector Credit m/m,AUD,2019-04-30,01:30,Low,0.3%,0.3%,https://www.forexfactory.com/calendar?day=apr29.2019
RatingDog Manufacturing PMI,CNY,2019-04-30,01:45,High,51.0,50.8,https://www.forexfactory.com/calendar?day=apr29.2019
French Flash GDP q/q,EUR,2019-04-30,05:30,Low,0.3%,0.3%,https://www.forexfactory.com/calendar?day=apr30.2019
German GfK Consumer Climate,EUR,2019-04-30,06:00,Low,10.3,10.4,https://www.forexfactory.com/calendar?day=apr30.2019
German Import Prices m/m,EUR,2019-04-30,,Low,0.3%,0.3%,https://www.forexfactory.com/calendar?day=apr30.2019
French Consumer Spending m/m,EUR,2019-04-30,06:45,Low,0.4%,-0.4%,https://www.forexfactory.com/calendar?day=apr30.2019
French Gov Budget Balance,EUR,2019-04-30,,Low,,-36.9B,https://www.forexfactory.com/calendar?day=apr30.2019
French Prelim CPI m/m,EUR,2019-04-30,,Low,0.3%,0.8%,https://www.forexfactory.com/calendar?day=apr30.2019
KOF Economic Barometer,CHF,2019-04-30,07:00,Low,97.5,97.1,https://www.forexfactory.com/calendar?day=apr30.2019
Spanish Flash GDP q/q,EUR,2019-04-30,,Medium,0.6%,0.6%,https://www.forexfactory.com/calendar?day=apr30.2019
Spanish Flash CPI y/y,EUR,2019-04-30,,Low,1.5%,1.3%,https://www.forexfactory.com/calendar?day=apr30.2019
German Prelim CPI m/m,EUR,2019-04-30,All Day,Medium,0.5%,0.4%,https://www.forexfactory.com/calendar?day=apr30.2019
MPC Member Ramsden Speaks,GBP,2019-04-30,07:40,Medium,,,https://www.forexfactory.com/calendar?day=apr30.2019
German Unemployment Change,EUR,2019-04-30,07:55,Low,-6K,-7K,https://www.forexfactory.com/calendar?day=apr30.2019
Italian Monthly Unemployment Rate,EUR,2019-04-30,08:00,Low,10.6%,10.5%,https://www.forexfactory.com/calendar?day=apr30.2019
Prelim Flash GDP q/q,EUR,2019-04-30,09:00,Medium,0.3%,0.2%,https://www.forexfactory.com/calendar?day=apr30.2019
Italian Prelim CPI m/m,EUR,2019-04-30,,Low,0.3%,0.3%,https://www.forexfactory.com/calendar?day=apr30.2019
Unemployment Rate,EUR,2019-04-30,,Low,7.8%,7.8%,https://www.forexfactory.com/calendar?day=apr30.2019
Italian 10-y Bond Auction,EUR,2019-04-30,09:14,Low,,2.61|1.4,https://www.forexfactory.com/calendar?day=apr30.2019
Italian Prelim GDP q/q,EUR,2019-04-30,10:00,Low,-0.1%,-0.1%,https://www.forexfactory.com/calendar?day=apr30.2019
GDP m/m,CAD,2019-04-30,12:30,High,0.1%,0.3%,https://www.forexfactory.com/calendar?day=apr30.2019
RMPI m/m,CAD,2019-04-30,,Medium,2.7%,3.0%,https://www.forexfactory.com/calendar?day=apr30.2019
IPPI m/m,CAD,2019-04-30,,Low,1.5%,0.3%,https://www.forexfactory.com/calendar?day=apr30.2019
Employment Cost Index q/q,USD,2019-04-30,,Medium,0.7%,0.7%,https://www.forexfactory.com/calendar?day=apr30.2019
S&P/CS Composite-20 HPI y/y,USD,2019-04-30,13:00,Low,3.7%,3.5%,https://www.forexfactory.com/calendar?day=apr30.2019
Chicago PMI,USD,2019-04-30,13:45,Medium,59.1,58.7,https://www.forexfactory.com/calendar?day=apr30.2019
CB Consumer Confidence,USD,2019-04-30,14:00,High,126.2,124.2,https://www.forexfactory.com/calendar?day=apr30.2019
Pending Home Sales m/m,USD,2019-04-30,,Low,1.1%,-1.0%,https://www.forexfactory.com/calendar?day=apr30.2019
BOC Gov Poloz Speaks,CAD,2019-04-30,15:00,High,,,https://www.forexfactory.com/calendar?day=apr30.2019
API Weekly Statistical Bulletin,USD,2019-04-30,20:30,Low,,,https://www.forexfactory.com/calendar?day=apr30.2019
AIG Manufacturing Index,AUD,2019-04-30,22:30,Low,,51.0,https://www.forexfactory.com/calendar?day=apr30.2019
Employment Change q/q,NZD,2019-04-30,22:45,High,0.5%,0.1%,https://www.forexfactory.com/calendar?day=apr30.2019
Unemployment Rate,NZD,2019-04-30,,High,4.2%,4.3%,https://www.forexfactory.com/calendar?day=apr30.2019
Labor Cost Index q/q,NZD,2019-04-30,,Low,0.5%,0.5%,https://www.forexfactory.com/calendar?day=apr30.2019
BRC Shop Price Index y/y,GBP,2019-04-30,23:01,Low,,0.9%,https://www.forexfactory.com/calendar?day=apr30.2019
Bank Holiday,CNY,2019-04-30,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr30.2019
Nationwide HPI m/m,GBP,2019-05-01,05:55,Low,0.1%,0.2%,https://www.forexfactory.com/calendar?day=may1.2019
Bank Holiday,CHF,2019-05-01,All Day,Low,,,https://www.forexfactory.com/calendar?day=may1.2019
French Bank Holiday,EUR,2019-05-01,All Day,Low,,,https://www.forexfactory.com/calendar?day=may1.2019
German Bank Holiday,EUR,2019-05-01,All Day,Low,,,https://www.forexfactory.com/calendar?day=may1.2019
Italian Bank Holiday,EUR,2019-05-01,All Day,Low,,,https://www.forexfactory.com/calendar?day=may1.2019
Commodity Prices y/y,AUD,2019-05-01,06:30,Low,,10.2%,https://www.forexfactory.com/calendar?day=may1.2019
Final Manufacturing PMI,GBP,2019-05-01,08:30,Medium,53.2,55.1,https://www.forexfactory.com/calendar?day=may1.2019
Net Lending to Individuals m/m,GBP,2019-05-01,,Medium,4.5B,4.5B,https://www.forexfactory.com/calendar?day=may1.2019
M4 Money Supply m/m,GBP,2019-05-01,,Low,0.3%,0.3%,https://www.forexfactory.com/calendar?day=may1.2019
Mortgage Approvals,GBP,2019-05-01,,Low,64K,65K,https://www.forexfactory.com/calendar?day=may1.2019
ADP Non-Farm Employment Change,USD,2019-05-01,12:15,Medium,181K,151K,https://www.forexfactory.com/calendar?day=may1.2019
Manufacturing PMI,CAD,2019-05-01,13:30,Low,,50.5,https://www.forexfactory.com/calendar?day=may1.2019
Final Manufacturing PMI,USD,2019-05-01,13:45,Low,52.4,52.4,https://www.forexfactory.com/calendar?day=may1.2019
